Classification Code,Start Range,End Range,Start Range Number,End Range Number,Group1,Group2,Group3,Group4,Group5
BL,BL1243.72,BL1243.78,1243.72,1243.78,Religions.  Mythology.  Rationalism,History and principles of religions,Asian. Oriental,Hinduism,"Monasteries. Temples, etc."
BL,BL1243.781,BL1271.199,1243.781,1271.199,Religions.  Mythology.  Rationalism,History and principles of religions,Asian. Oriental,,
BL,BL1271.2,BL1284.499,1271.2,1284.499,Religions.  Mythology.  Rationalism,History and principles of religions,Asian. Oriental,,
BL,BL1284.5,BL1289.592,1284.5,1289.592,Religions.  Mythology.  Rationalism,History and principles of religions,Asian. Oriental,Hinduism,Vaishnavism
BL,BL1289.593,BL1295,1289.593,1295.0,Religions.  Mythology.  Rationalism,History and principles of religions,Asian. Oriental,,
BL,BL1295.001,BL1299.999,1295.001,1299.999,Religions.  Mythology.  Rationalism,History and principles of religions,Asian. Oriental,,
BL,BL1300,BL1309.999,1300.0,1309.999,Religions.  Mythology.  Rationalism,History and principles of religions,Asian. Oriental,,
BL,BL1310,BL1314.2,1310.0,1314.2,Religions.  Mythology.  Rationalism,History and principles of religions,Asian. Oriental,Jainism,Sacred books. Sources
BL,BL1314.201,BL1314.999,1314.201,1314.999,Religions.  Mythology.  Rationalism,History and principles of religions,Asian. Oriental,,
BL,BL1315,BL1317,1315.0,1317.0,Religions.  Mythology.  Rationalism,History and principles of religions,Asian. Oriental,Jainism,Jain literature
BL,BL1317.001,BL1375.299,1317.001,1375.299,Religions.  Mythology.  Rationalism,History and principles of religions,Asian. Oriental,,
BL,BL1375.3,BL1375.7,1375.3,1375.7,Religions.  Mythology.  Rationalism,History and principles of religions,Asian. Oriental,Jainism,Jaina pantheon. Deities
BL,BL1375.701,BL1375.999,1375.701,1375.999,Religions.  Mythology.  Rationalism,History and principles of religions,Asian. Oriental,,
BL,BL1376,BL1378.85,1376.0,1378.85,Religions.  Mythology.  Rationalism,History and principles of religions,Asian. Oriental,Jainism,Forms of worship
BL,BL1378.851,BL1378.999,1378.851,1378.999,Religions.  Mythology.  Rationalism,History and principles of religions,Asian. Oriental,,
BL,BL1379,BL1380,1379.0,1380.0,Religions.  Mythology.  Rationalism,History and principles of religions,Asian. Oriental,Jainism,"Modifications, etc."
BL,BL1380.001,BL1499.999,1380.001,1499.999,Religions.  Mythology.  Rationalism,History and principles of religions,Asian. Oriental,,
BL,BL1500,BL1590,1500.0,1590.0,Religions.  Mythology.  Rationalism,History and principles of religions,Asian. Oriental,Zoroastrianism (Mazdeism). Parseeism,
BL,BL1590.001,BL1594.999,1590.001,1594.999,Religions.  Mythology.  Rationalism,History and principles of religions,Asian. Oriental,,
BL,BL1595,BL1595,1595.0,1595.0,Religions.  Mythology.  Rationalism,History and principles of religions,Asian. Oriental,Yezidis,
BL,BL1595.001,BL1599.999,1595.001,1599.999,Religions.  Mythology.  Rationalism,History and principles of religions,Asian. Oriental,,
BL,BL1600,BL1605,1600.0,1605.0,Religions.  Mythology.  Rationalism,History and principles of religions,Asian. Oriental,Semitic religions,General
BL,BL1605.001,BL1609.999,1605.001,1609.999,Religions.  Mythology.  Rationalism,History and principles of religions,Asian. Oriental,,
BL,BL1610,BL1610,1610.0,1610.0,Religions.  Mythology.  Rationalism,History and principles of religions,Asian. Oriental,Semitic religions,Aramean
BL,BL1610.001,BL1614.999,1610.001,1614.999,Religions.  Mythology.  Rationalism,History and principles of religions,Asian. Oriental,,
BL,BL1615,BL1616,1615.0,1616.0,Religions.  Mythology.  Rationalism,History and principles of religions,Asian. Oriental,Semitic religions,Sumerian
BL,BL1616.001,BL1619.999,1616.001,1619.999,Religions.  Mythology.  Rationalism,History and principles of religions,Asian. Oriental,,
BL,BL1620,BL1625,1620.0,1625.0,Religions.  Mythology.  Rationalism,History and principles of religions,Asian. Oriental,Semitic religions,Assyro-Babylonian
BL,BL1625.001,BL1629.999,1625.001,1629.999,Religions.  Mythology.  Rationalism,History and principles of religions,Asian. Oriental,,
BL,BL1630,BL1630,1630.0,1630.0,Religions.  Mythology.  Rationalism,History and principles of religions,Asian. Oriental,Semitic religions,Chaldean
BL,BL1630.001,BL1634.999,1630.001,1634.999,Religions.  Mythology.  Rationalism,History and principles of religions,Asian. Oriental,,
BL,BL1635,BL1635,1635.0,1635.0,Religions.  Mythology.  Rationalism,History and principles of religions,Asian. Oriental,Semitic religions,Harranian. Pseudo-Sabian
BL,BL1635.001,BL1639.999,1635.001,1639.999,Religions.  Mythology.  Rationalism,History and principles of religions,Asian. Oriental,,
BL,BL1640,BL1645,1640.0,1645.0,Religions.  Mythology.  Rationalism,History and principles of religions,Asian. Oriental,Semitic religions,Syrian. Palestinian. Samaritan
BL,BL1645.001,BL1649.999,1645.001,1649.999,Religions.  Mythology.  Rationalism,History and principles of religions,Asian. Oriental,,
BL,BL1650,BL1650,1650.0,1650.0,Religions.  Mythology.  Rationalism,History and principles of religions,Asian. Oriental,Semitic religions,Hebrew
BL,BL1650.001,BL1659.999,1650.001,1659.999,Religions.  Mythology.  Rationalism,History and principles of religions,Asian. Oriental,,
BL,BL1660,BL1665,1660.0,1665.0,Religions.  Mythology.  Rationalism,History and principles of religions,Asian. Oriental,Semitic religions,"Phoenician. Carthaginian, etc."
BL,BL1665.001,BL1669.999,1665.001,1669.999,Religions.  Mythology.  Rationalism,History and principles of religions,Asian. Oriental,,
BL,BL1670,BL1672,1670.0,1672.0,Religions.  Mythology.  Rationalism,History and principles of religions,Asian. Oriental,Semitic religions,Canaanite
BL,BL1672.001,BL1674.999,1672.001,1674.999,Religions.  Mythology.  Rationalism,History and principles of religions,Asian. Oriental,,
BL,BL1675,BL1675,1675.0,1675.0,Religions.  Mythology.  Rationalism,History and principles of religions,Asian. Oriental,Semitic religions,Moabite. Philistine
BL,BL1675.001,BL1679.999,1675.001,1679.999,Religions.  Mythology.  Rationalism,History and principles of religions,Asian. Oriental,,
BL,BL1680,BL1685,1680.0,1685.0,Religions.  Mythology.  Rationalism,History and principles of religions,Asian. Oriental,Semitic religions,Arabian (except Islam)
BL,BL1685.001,BL1694.999,1685.001,1694.999,Religions.  Mythology.  Rationalism,History and principles of religions,Asian. Oriental,,
BL,BL1695,BL1695,1695.0,1695.0,Religions.  Mythology.  Rationalism,History and principles of religions,Asian. Oriental,Semitic religions,Druses
BL,BL1695.001,BL1709.999,1695.001,1709.999,Religions.  Mythology.  Rationalism,History and principles of religions,Asian. Oriental,,
BL,BL1710,BL1710,1710.0,1710.0,Religions.  Mythology.  Rationalism,History and principles of religions,Asian. Oriental,Ethiopian,
BL,BL1710.001,BL1749.999,1710.001,1749.999,Religions.  Mythology.  Rationalism,History and principles of religions,Asian. Oriental,,
BL,BL1750,BL1789.999,1750.0,1789.999,Religions.  Mythology.  Rationalism,History and principles of religions,Asian. Oriental,,
BL,BL1790,BL1829.999,1790.0,1829.999,Religions.  Mythology.  Rationalism,History and principles of religions,Asian. Oriental,,
BL,BL1830,BL1883,1830.0,1883.0,Religions.  Mythology.  Rationalism,History and principles of religions,Asian. Oriental,By region or country,Confucianism
BL,BL1883.001,BL1898.999,1883.001,1898.999,Religions.  Mythology.  Rationalism,History and principles of religions,Asian. Oriental,,
BL,BL1899,BL1942.85,1899.0,1942.85,Religions.  Mythology.  Rationalism,History and principles of religions,Asian. Oriental,By region or country,Taoism
BL,BL1942.851,BL1975,1942.851,1975.0,Religions.  Mythology.  Rationalism,History and principles of religions,Asian. Oriental,,
BL,BL1975.001,BL1999.999,1975.001,1999.999,Religions.  Mythology.  Rationalism,History and principles of religions,Asian. Oriental,,
BL,BL2000,BL2016.999,2000.0,2016.999,Religions.  Mythology.  Rationalism,History and principles of religions,Asian. Oriental,,
BL,BL2017,BL2018.7,2017.0,2018.7,Religions.  Mythology.  Rationalism,History and principles of religions,Asian. Oriental,By region or country,Sikhism
BL,BL2018.701,BL2032,2018.701,2032.0,Religions.  Mythology.  Rationalism,History and principles of religions,Asian. Oriental,,
BL,BL2032.001,BL2194.999,2032.001,2194.999,Religions.  Mythology.  Rationalism,History and principles of religions,Asian. Oriental,,
BL,BL2195,BL2215.999,2195.0,2215.999,Religions.  Mythology.  Rationalism,History and principles of religions,Asian. Oriental,,
BL,BL2216,BL2227.8,2216.0,2227.8,Religions.  Mythology.  Rationalism,History and principles of religions,Asian. Oriental,By region or country,Shinto
BL,BL2227.801,BL2228,2227.801,2228.0,Religions.  Mythology.  Rationalism,History and principles of religions,Asian. Oriental,,
BL,BL2228.001,BL2229.999,2228.001,2229.999,Religions.  Mythology.  Rationalism,History and principles of religions,Asian. Oriental,,
BL,BL2230,BL2240,2230.0,2240.0,Religions.  Mythology.  Rationalism,History and principles of religions,Asian. Oriental,By region or country,Korea
BL,BL2240.001,BL2350,2240.001,2350.0,Religions.  Mythology.  Rationalism,History and principles of religions,Asian. Oriental,,
BL,BL2350.001,BL2370,2350.001,2370.0,Religions.  Mythology.  Rationalism,History and principles of religions,Asian. Oriental,,
BL,BL2370.001,BL2389.999,2370.001,2389.999,Religions.  Mythology.  Rationalism,History and principles of religions,,,
BL,BL2390,BL2419.999,2390.0,2419.999,Religions.  Mythology.  Rationalism,History and principles of religions,Asian. Oriental,,
BL,BL2420,BL2460,2420.0,2460.0,Religions.  Mythology.  Rationalism,History and principles of religions,African,Egyptian,
BL,BL2460.001,BL2490,2460.001,2490.0,Religions.  Mythology.  Rationalism,History and principles of religions,,,
BL,BL2490.001,BL2499.999,2490.001,2499.999,Religions.  Mythology.  Rationalism,History and principles of religions,,,
BL,BL2500,BL2592,2500.0,2592.0,Religions.  Mythology.  Rationalism,History and principles of religions,American,,
BL,BL2592.001,BL2599.999,2592.001,2599.999,Religions.  Mythology.  Rationalism,History and principles of religions,,,
BL,BL2600,BL2630,2600.0,2630.0,Religions.  Mythology.  Rationalism,History and principles of religions,Pacific Ocean islands. Oceania,,
BL,BL2630.001,BL2669.999,2630.001,2669.999,Religions.  Mythology.  Rationalism,History and principles of religions,,,
BL,BL2670,BL2670,2670.0,2670.0,Religions.  Mythology.  Rationalism,History and principles of religions,Arctic regions,,
BL,BL2670.001,BL2680,2670.001,2680.0,Religions.  Mythology.  Rationalism,History and principles of religions,,,
BL,BL2680.001,BL2699.999,2680.001,2699.999,Religions.  Mythology.  Rationalism,,,,
BL,BL2700,BL2790,2700.0,2790.0,Religions.  Mythology.  Rationalism,Rationalism,,,
BM,BM1,BM69.999,1.0,69.999,Judaism,,,,
BM,BM70,BM135,70.0,135.0,Judaism,General,Study and teaching,,
BM,BM135.001,BM149.999,135.001,149.999,Judaism,General,,,
BM,BM150,BM200.999,150.0,200.999,Judaism,,,,
BM,BM201,BM449,201.0,449.0,Judaism,General,History,By region or country,
BM,BM449.001,BM479.999,449.001,479.999,Judaism,General,History,,
BM,BM480,BM488.8,480.0,488.8,Judaism,Pre-Talmudic Jewish literature (non-Biblical),,,
BM,BM488.801,BM494.999,488.801,494.999,Judaism,,,,
BM,BM495,BM496.999,495.0,496.999,Judaism,,,,
BM,BM497,BM497.8,497.0,497.8,Judaism,Sources of Jewish religion. Rabbinical literature,Talmudic literature,Mishnah,
BM,BM497.801,BM497.999,497.801,497.999,Judaism,Sources of Jewish religion. Rabbinical literature,Talmudic literature,,
BM,BM498,BM498.8,498.0,498.8,Judaism,Sources of Jewish religion. Rabbinical literature,Talmudic literature,Palestinian Talmud,
BM,BM498.801,BM498.999,498.801,498.999,Judaism,Sources of Jewish religion. Rabbinical literature,Talmudic literature,,
BM,BM499,BM504.7,499.0,504.7,Judaism,Sources of Jewish religion. Rabbinical literature,Talmudic literature,Babylonian Talmud,
BM,BM504.701,BM506.999,504.701,506.999,Judaism,Sources of Jewish religion. Rabbinical literature,Talmudic literature,,
BM,BM507,BM507.5,507.0,507.5,Judaism,Sources of Jewish religion. Rabbinical literature,Talmudic literature,Baraita,
BM,BM507.501,BM507.999,507.501,507.999,Judaism,Sources of Jewish religion. Rabbinical literature,Talmudic literature,,
BM,BM508,BM508.5,508.0,508.5,Judaism,Sources of Jewish religion. Rabbinical literature,Talmudic literature,Tosefta,
BM,BM508.501,BM509,508.501,509.0,Judaism,Sources of Jewish religion. Rabbinical literature,Talmudic literature,,
BM,BM509.001,BM509.999,509.001,509.999,Judaism,Sources of Jewish religion. Rabbinical literature,,,
BM,BM510,BM518,510.0,518.0,Judaism,Sources of Jewish religion. Rabbinical literature,Midrash,,
BM,BM518.001,BM519.999,518.001,519.999,Judaism,Sources of Jewish religion. Rabbinical literature,,,
BM,BM520,BM523.7,520.0,523.7,Judaism,Sources of Jewish religion. Rabbinical literature,Halacha,,
BM,BM523.701,BM524.999,523.701,524.999,Judaism,Sources of Jewish religion. Rabbinical literature,,,
BM,BM525,BM526,525.0,526.0,Judaism,Sources of Jewish religion. Rabbinical literature,Cabala,,
BM,BM526.001,BM528.999,526.001,528.999,Judaism,Sources of Jewish religion. Rabbinical literature,,,
BM,BM529,BM529,529.0,529.0,Judaism,Sources of Jewish religion. Rabbinical literature,Jewish tradition,,
BM,BM529.001,BM532,529.001,532.0,Judaism,Sources of Jewish religion. Rabbinical literature,,,
BM,BM532.001,BM533.999,532.001,533.999,Judaism,,,,
BM,BM534,BM536,534.0,536.0,Judaism,Relation of Judaism to special subject fields,Religions,,
BM,BM536.001,BM538,536.001,538.0,Judaism,Relation of Judaism to special subject fields,,,
BM,BM538.001,BM544.999,538.001,544.999,Judaism,,,,
BM,BM545,BM582,545.0,582.0,Judaism,Principles of Judaism (General),,,
BM,BM582.001,BM584.999,582.001,584.999,Judaism,,,,
BM,BM585,BM585.4,585.0,585.4,Judaism,Controversial works against the Jews,,,
BM,BM585.401,BM589.999,585.401,589.999,Judaism,,,,
BM,BM590,BM591,590.0,591.0,Judaism,Jewish works against Christianity and Islam,,,
BM,BM591.001,BM599.999,591.001,599.999,Judaism,,,,
BM,BM600,BM645,600.0,645.0,Judaism,Dogmatic Judaism,,,
BM,BM645.001,BM645.999,645.001,645.999,Judaism,,,,
BM,BM646,BM646,646.0,646.0,Judaism,"Heresy, heresies",,,
BM,BM646.001,BM647.999,646.001,647.999,Judaism,,,,
BM,BM648,BM648,648.0,648.0,Judaism,Apologetics,,,
BM,BM648.001,BM649.999,648.001,649.999,Judaism,,,,
BM,BM650,BM650.999,650.0,650.999,Judaism,,,,
BM,BM651,BM652.7,651.0,652.7,Judaism,Practical Judaism,"Priests, rabbis, etc.",,
BM,BM652.701,BM652.999,652.701,652.999,Judaism,Practical Judaism,,,
BM,BM653,BM653.7,653.0,653.7,Judaism,Practical Judaism,Congregations. Synagogues,,
BM,BM653.701,BM653.999,653.701,653.999,Judaism,Practical Judaism,,,
BM,BM654,BM655.6,654.0,655.6,Judaism,Practical Judaism,The tabernacle. The temple,,
BM,BM655.601,BM655.999,655.601,655.999,Judaism,Practical Judaism,,,
BM,BM656,BM657,656.0,657.0,Judaism,Practical Judaism,Forms of worship,,
BM,BM657.001,BM659.999,657.001,659.999,Judaism,Practical Judaism,,,
BM,BM660,BM679,660.0,679.0,Judaism,Practical Judaism,Liturgy and ritual,,
BM,BM679.001,BM689.999,679.001,689.999,Judaism,Practical Judaism,,,
BM,BM690,BM695,690.0,695.0,Judaism,Practical Judaism,Festivals and fasts,,
BM,BM695.001,BM699.999,695.001,699.999,Judaism,Practical Judaism,,,
BM,BM700,BM720,700.0,720.0,Judaism,Practical Judaism,Rites and customs,,
BM,BM720.001,BM722.999,720.001,722.999,Judaism,Practical Judaism,,,
BM,BM723,BM729,723.0,729.0,Judaism,Practical Judaism,Jewish way of life. Spiritual life. Mysticism. Personal religion. Moral theology,,
BM,BM729.001,BM729.999,729.001,729.999,Judaism,Practical Judaism,,,
BM,BM730,BM747,730.0,747.0,Judaism,Practical Judaism,Preaching. Homiletics,,
BM,BM747.001,BM749.999,747.001,749.999,Judaism,Practical Judaism,,,
BM,BM750,BM755,750.0,755.0,Judaism,Biography,,,
BM,BM755.001,BM899.999,755.001,899.999,Judaism,,,,
BM,BM900,BM990,900.0,990.0,Judaism,Samaritans,,,
BP,BP1,BP41.999,1.0,41.999,"Islam.  Bahai Faith.  Theosophy, etc.",Islam,,,
BP,BP42,BP48,42.0,48.0,"Islam.  Bahai Faith.  Theosophy, etc.",Islam,General,Study and teaching,
BP,BP48.001,BP49.999,48.001,49.999,"Islam.  Bahai Faith.  Theosophy, etc.",Islam,General,,
BP,BP50,BP68,50.0,68.0,"Islam.  Bahai Faith.  Theosophy, etc.",Islam,General,History,
BP,BP68.001,BP69.999,68.001,69.999,"Islam.  Bahai Faith.  Theosophy, etc.",Islam,General,,
BP,BP70,BP74.999,70.0,74.999,"Islam.  Bahai Faith.  Theosophy, etc.",Islam,,,
BP,BP75,BP77.75,75.0,77.75,"Islam.  Bahai Faith.  Theosophy, etc.",Islam,Biography,"Muhammad, Prophet, d. 632",
BP,BP77.751,BP80,77.751,80.0,"Islam.  Bahai Faith.  Theosophy, etc.",Islam,,,
BP,BP80.001,BP86.999,80.001,86.999,"Islam.  Bahai Faith.  Theosophy, etc.",Islam,,,
BP,BP87,BP89,87.0,89.0,"Islam.  Bahai Faith.  Theosophy, etc.",Islam,Islamic literature,,
BP,BP89.001,BP99.999,89.001,99.999,"Islam.  Bahai Faith.  Theosophy, etc.",Islam,,,
BP,BP100,BP128.149,100.0,128.149,"Islam.  Bahai Faith.  Theosophy, etc.",Islam,,,
BP,BP128.15,BP129.83,128.15,129.83,"Islam.  Bahai Faith.  Theosophy, etc.",Islam,Sacred books,Koran,Special parts and chapters
BP,BP129.831,BP129.999,129.831,129.999,"Islam.  Bahai Faith.  Theosophy, etc.",Islam,Sacred books,,
BP,BP130,BP134,130.0,134.0,"Islam.  Bahai Faith.  Theosophy, etc.",Islam,Sacred books,Koran,Works about the Koran
BP,BP134.001,BP134.999,134.001,134.999,"Islam.  Bahai Faith.  Theosophy, etc.",Islam,Sacred books,,
BP,BP135,BP136.9,135.0,136.9,"Islam.  Bahai Faith.  Theosophy, etc.",Islam,Sacred books,Hadith literature. Traditions. Sunna,
BP,BP136.901,BP136.999,136.901,136.999,"Islam.  Bahai Faith.  Theosophy, etc.",Islam,Sacred books,,
BP,BP137,BP137.5,137.0,137.5,"Islam.  Bahai Faith.  Theosophy, etc.",Islam,Sacred books,Koranic and other Islamic legends,
BP,BP137.501,BP157,137.501,157.0,"Islam.  Bahai Faith.  Theosophy, etc.",Islam,Sacred books,,
BP,BP157.001,BP159.999,157.001,159.999,"Islam.  Bahai Faith.  Theosophy, etc.",Islam,,,
BP,BP160,BP165,160.0,165.0,"Islam.  Bahai Faith.  Theosophy, etc.",Islam,General works on Islam,,
BP,BP165.001,BP165.499,165.001,165.499,"Islam.  Bahai Faith.  Theosophy, etc.",Islam,,,
BP,BP165.5,BP165.5,165.5,165.5,"Islam.  Bahai Faith.  Theosophy, etc.",Islam,Dogma (Aqa id),,
BP,BP165.501,BP165.999,165.501,165.999,"Islam.  Bahai Faith.  Theosophy, etc.",Islam,,,
BP,BP166,BP166.94,166.0,166.94,"Islam.  Bahai Faith.  Theosophy, etc.",Islam,Theology (Kalam),,
BP,BP166.941,BP167.499,166.941,167.499,"Islam.  Bahai Faith.  Theosophy, etc.",Islam,,,
BP,BP167.5,BP167.5,167.5,167.5,"Islam.  Bahai Faith.  Theosophy, etc.",Islam,"Heresy, heresies, heretics",,
BP,BP167.501,BP167.999,167.501,167.999,"Islam.  Bahai Faith.  Theosophy, etc.",Islam,,,
BP,BP168,BP168,168.0,168.0,"Islam.  Bahai Faith.  Theosophy, etc.",Islam,Apostasy from Islam,,
BP,BP168.001,BP168.999,168.001,168.999,"Islam.  Bahai Faith.  Theosophy, etc.",Islam,,,
